id,ign,teamId,region,nat,realName,age,role,roles,flex,isIgl,overall,potential,form,morale,fatigue,salary,value,contractYears,loyalty,ambition,rounds,stageBonus,agentPool,traits,aim,reaction,awareness,utility,clutch,teamwork,communication,igl,vlrRating,vlrAcs,vlrRounds
P248,FengF,T44,China,cn,宋学峰,22,先锋,先锋,false,false,76,80,70,78,9,190000,177000,3,85,61,9670,-2.38,,,83,75,75,80,81,75,82,66,0.99,198.0,842.0
P249,Abo,T44,China,cn,韩博皓,21,控场,控场,false,false,71,74,67,61,2,125000,137000,2,64,65,5590,0,,,74,67,70,74,75,66,75,59,0.94,184.0,661.0
P250,Viva,T44,China,cn,冉立凡,25,先锋,先锋,false,true,73,76,59,84,18,148000,114000,1,67,52,721,-1.33,,苟,66,62,80,80,74,77,85,78,0.88,168.0,721.0
P251,FKEY,T44,China,cn,,25,先锋,先锋,false,false,57,62,65,78,3,39000,25000,1,66,58,841,0,,,55,54,53,70,50,57,60,52,0.77,180.0,565.0
P252,zhe,T45,China,cn,牛哲,21,决斗者,决斗者,false,false,80,88,69,63,4,265000,339000,3,92,76,2278,0,,核心火力,83,80,79,69,86,77,80,63,1.03,220.0,1642.0
P253,Yuicaw,T45,China,tw,黃湧傑,21,哨卫,哨卫,false,false,75,79,74,70,19,175000,203000,2,50,40,10812,-2.61,,,81,76,75,80,81,77,77,65,1.0,200.0,1642.0
P254,crownfisher,T45,China,cn,,23,控场,控场,false,false,74,79,68,79,14,161000,147000,1,46,51,662,0,,,72,65,74,82,74,74,76,65,0.99,195.0,662.0
P255,jkuro,T45,China,cn,楊浩聰,20,控场,控场,false,true,75,89,68,81,5,175000,222000,4,61,72,6579,0,,,72,66,71,84,73,76,80,78,0.94,188.0,1642.0
P256,BerLIN,T45,China,tw,張柏霖,21,先锋,先锋,false,false,66,72,68,83,8,83000,88000,2,66,62,10943,-0.31,,串联核心,60,55,66,79,57,74,73,63,0.86,169.0,1031.0
P257,vo0kashu,T46,China,ru,Илья Ушаков,23,哨卫,哨卫|控场,true,false,92,98,71,81,6,720000,827000,3,77,77,12049,0.2,Cypher|Viper,核心火力|定海神针|生存大师|稳定输出,95,87,97,82,98,87,92,73,1.24,225.0,1597.0
P258,Nicc,T46,China,tw,邵亦群,23,先锋,先锋,false,false,85,90,70,66,13,402000,420000,2,35,60,7890,-0.5,,定海神针|生存大师|串联核心,77,70,92,93,87,93,91,79,1.02,186.0,1597.0
P259,SpiritZ1,T46,China,tw,林定宇,19,决斗者,决斗者,false,false,77,84,71,74,4,206000,252000,4,50,79,4556,0.56,,核心火力|玻璃大炮,85,82,66,63,77,65,68,55,0.96,219.0,1597.0
P260,Flex1n,T46,China,cn,罗瑞,24,控场,控场,false,true,79,83,61,81,17,224000,216000,1,65,48,6797,-3.47,,定海神针|串联核心,71,67,84,90,79,89,90,87,0.93,176.0,1036.0
P261,Verse,T46,China,cn,,23,控场,控场,false,false,72,78,73,77,7,136000,123000,2,93,77,733,0,,爆头机器|串联核心|苟,64,57,75,82,63,79,77,66,0.93,177.0,597.0
P262,Life,T46,China,cn,瞿东豪,23,决斗者,决斗者,false,false,63,72,66,93,18,64000,54000,3,84,47,11771,-2.68,,核心火力|爆头机器|玻璃大炮,76,75,53,54,62,52,57,45,0.87,201.0,1380.0
P263,Coco,T47,China,cn,Omar Shariff M. Lopez,26,控场,控场,false,false,87,91,70,86,19,475000,351000,1,54,53,3144,0,Omen|Viper|Astra,生存大师|串联核心|稳定输出,86,72,89,92,87,90,88,76,1.06,204.0,1605.0
P264,ra1ny,T47,China,cn,陈葆桓,26,决斗者,决斗者,false,false,68,70,79,80,10,97000,56000,1,83,65,524,0,Neon|Raze,,74,75,60,61,68,59,62,51,1.05,222.0,479.0
P265,lucas,T47,China,cn,路昀昆,19,先锋,先锋,false,false,85,99,74,71,2,402000,576000,4,72,63,16718,0,,,84,77,88,87,90,84,87,73,1.03,201.0,1605.0
P266,Dynamite,T47,China,cn,赵梓浩,20,决斗者,决斗者,false,false,73,81,71,74,0,148000,174000,3,81,84,2367,0,,玻璃大炮,78,71,68,68,76,71,70,59,0.96,205.0,1605.0
P267,Haodong,T47,China,cn,郭浩东,23,控场,控场|哨卫,true,true,70,77,70,60,4,97000,86000,2,57,63,11610,-3.5,,,63,59,75,84,69,74,79,76,0.93,180.0,1605.0
P268,Spitfires,T47,China,cn,辛明阳,22,决斗者,决斗者,false,false,69,76,66,77,13,106000,93000,2,45,72,3627,0,,玻璃大炮,76,75,60,58,68,58,63,50,0.89,190.0,871.0
P269,NiSMO,T48,Americas,,,21,先锋,先锋,false,true,83,85,99,75,11,44000,391000,1,52,93,12718,0,,串联核心,81,80,79,88,79,86,89,85,1.24,235.0,20.0
P270,Boni,T48,Americas,,Mark Bonifacio,21,决斗者,决斗者,false,false,79,87,99,74,5,34000,308000,3,69,64,19338,0,,突破手|核心火力|玻璃大炮,84,87,68,72,78,73,70,61,1.24,262.0,20.0
P271,alvinboy,T48,Americas,,Alvin Hong,19,哨卫,哨卫,false,false,59,70,99,70,14,6000,47000,4,95,57,17689,0,,,63,67,54,63,52,56,59,49,1.15,212.0,20.0
P272,Spaz,T48,Americas,,Adam Laamoumi,22,控场,控场,false,false,83,87,63,72,15,48000,344000,1,67,71,20901,0,,定海神针|串联核心,71,69,87,92,81,90,87,76,1.08,185.0,20.0
P273,Kyu,T48,Americas,ca,Mirel Braco Hrustemovic,22,先锋,先锋,false,false,74,80,72,72,10,23000,149000,2,46,47,10247,0,,,66,68,75,83,71,78,78,67,0.87,167.0,232.0
P274,Smoke,T49,Americas,,,19,决斗者,决斗者,false,false,77,87,74,82,14,29000,259000,2,77,81,9105,0,,,80,84,73,64,81,65,71,56,1.21,228.0,29.0
P275,NaturE,T49,Americas,,,21,先锋,先锋,false,false,73,80,99,71,18,21000,172000,2,66,84,10272,0,,生存大师|串联核心,64,63,78,83,64,81,80,69,1.13,195.0,29.0
P276,zander,T49,Americas,,Alexander Dituri,24,控场,控场,false,true,81,85,82,62,4,40000,285000,1,52,31,14807,0,,定海神针|串联核心,73,73,80,88,77,87,90,85,1.07,192.0,29.0
P277,exa,T49,Americas,,김이환,17,控场,控场|哨卫,true,false,71,84,65,70,15,16000,138000,4,86,55,12959,0,,,64,66,70,82,62,74,74,63,1.04,208.0,29.0
P278,satellite,T49,Americas,,Derrick Xu,20,决斗者,决斗者,false,false,64,77,59,71,9,10000,77000,3,39,54,16711,0,,突破手,69,75,55,55,58,56,60,47,1.0,208.0,29.0
P279,payne,T50,Americas,,,26,控场,控场,false,false,65,69,70,75,0,11000,43000,1,50,98,12167,0,,,57,58,63,77,56,69,68,59,1.07,190.0,26.0
P280,vita,T50,Americas,,,24,决斗者,决斗者,false,false,73,75,59,73,0,21000,130000,2,49,41,15507,0,,突破手|玻璃大炮,79,83,64,63,69,66,67,55,1.02,228.0,26.0
P281,Pa1nt,T50,Americas,,Amarri Peak,21,决斗者,决斗者,false,false,70,75,99,66,10,16000,127000,3,64,74,19321,0,,突破手|核心火力|玻璃大炮,77,81,58,62,64,62,62,52,0.98,204.0,26.0
P282,welyy,T50,Americas,,Carter Mikkelsen,20,先锋,先锋,false,true,76,86,52,70,6,27000,236000,4,45,84,22159,0,,串联核心|苟,65,62,80,87,72,82,85,83,0.96,172.0,26.0
P283,zaj,T50,Americas,,,25,哨卫,哨卫,false,false,58,59,59,81,7,6000,27000,1,55,63,14111,0,,,66,66,52,62,52,53,57,47,0.96,188.0,26.0
P284,haeyoday,T51,Americas,,,21,决斗者,决斗者,false,false,82,86,57,71,20,44000,395000,2,65,80,10165,0,,突破手|核心火力,88,91,71,66,86,66,72,57,1.09,219.0,25.0
P285,Ange,T51,Americas,,Adam Milian,23,控场,控场|哨卫,true,true,72,75,62,66,15,16000,101000,3,43,73,23975,0,,串联核心,60,62,72,84,64,75,77,76,1.01,182.0,25.0
P286,Shondex,T51,Americas,,Yahya Amani,20,控场,控场,false,false,72,82,52,79,11,19000,161000,4,45,65,18126,0,,,71,73,73,74,73,68,76,60,0.98,197.0,25.0
P287,renz,T51,Americas,,Austin Dickman,23,先锋,先锋,false,false,68,73,52,73,5,14000,83000,2,79,78,27698,0,,,66,68,66,75,62,68,71,60,0.95,185.0,25.0
P288,geeza,T51,Americas,,Tanner McGhee,24,先锋,先锋,false,false,68,71,43,70,14,14000,82000,1,60,46,20577,0,,,69,71,66,72,66,64,71,57,0.87,183.0,25.0
P289,Derrek,T52,Americas,,Derrek Ha,28,先锋,先锋,false,false,85,85,93,60,19,56000,192000,1,45,46,11778,0,,生存大师|稳定输出,83,76,90,87,88,85,88,73,1.17,214.0,24.0
P290,moose,T52,Americas,,Kaleb Jayne,27,控场,控场,false,false,71,73,79,86,10,18000,75000,2,81,72,23049,0,,生存大师,66,70,77,72,78,64,76,58,1.02,186.0,24.0
P291,kumi,T52,Americas,,Matthew Skalberg,20,决斗者,决斗者,false,false,68,82,59,75,1,14000,114000,4,36,48,16634,0,,,71,76,63,59,69,60,65,51,1.02,208.0,24.0
P292,infiltrator,T52,Americas,vn,Philip Nguyen,21,决斗者,决斗者|哨卫,true,false,65,72,67,66,5,10000,74000,3,54,31,16178,0,,突破手|玻璃大炮,72,78,54,57,57,52,57,45,0.86,206.0,164.0
P293,flyuh,T52,Americas,,Xavier Carlson,22,控场,控场,false,true,62,65,69,81,10,8000,46000,3,62,76,18571,0,,,62,56,58,70,50,63,70,66,0.84,168.0,24.0
P294,sonofcar,T53,Americas,,Carson Young,21,决斗者,决斗者,false,false,77,87,79,74,12,29000,259000,3,66,53,24475,0,,突破手|核心火力|玻璃大炮,83,87,66,64,75,66,69,56,1.22,267.0,20.0
P295,toozy,T53,Americas,,Anthony De Leon,20,控场,控场,false,true,76,84,68,79,13,27000,231000,3,39,77,21400,0,,生存大师|串联核心|苟,62,59,80,86,69,84,85,82,1.08,190.0,18.0
P296,stellar,T53,Americas,,Brenden McGrath,29,哨卫,哨卫,false,false,59,59,66,72,16,6000,16000,1,87,68,20207,0,,苟,53,50,65,68,53,66,65,55,1.02,186.0,20.0
P297,stunna,T53,Americas,,Riley Stunard,19,决斗者,决斗者,false,false,72,84,52,71,1,19000,164000,4,50,52,19545,0,,突破手,78,80,62,64,67,64,65,54,0.95,193.0,20.0
P298,zeek,T53,Americas,,Aleksander Zygmunt,24,先锋,先锋,false,false,66,70,55,78,10,12000,68000,2,82,36,22181,0,,串联核心,56,56,67,79,56,74,72,63,0.91,178.0,20.0
P299,Muddy,T54,Americas,,Bradley Saephan,28,决斗者,决斗者,false,false,82,83,49,73,10,44000,145000,1,70,55,12268,0,,,84,84,80,73,84,79,78,65,1.02,221.0,21.0
P300,atlas,T54,Americas,,David Griffiths,21,决斗者,决斗者,false,false,65,74,63,73,13,11000,82000,4,43,68,17464,0,,,70,70,58,63,61,61,59,52,1.01,221.0,17.0
P301,XXiF,T54,Americas,,,25,哨卫,哨卫,false,false,73,74,52,73,2,21000,112000,2,74,75,14257,0,,,73,75,73,74,75,71,74,61,0.98,192.0,21.0
P302,stallion,T54,Americas,,,26,控场,控场,false,true,73,75,52,79,17,21000,91000,3,73,91,8546,0,,串联核心,63,63,72,85,65,78,79,79,0.97,180.0,19.0
P303,devy,T54,Americas,,,27,先锋,先锋,false,false,68,68,50,87,1,14000,55000,2,50,98,6256,0,,,66,70,65,74,64,66,72,59,0.94,172.0,21.0
P304,Zanatsu,T55,Americas,,Carlos Eduardo Mena,23,先锋,先锋,false,false,71,79,98,84,9,18000,114000,3,65,68,9079,0,,突破手|玻璃大炮,79,82,60,74,68,63,70,58,1.15,236.0,34.0
P305,tuyz,T55,Americas,,Arthur Vieira,22,控场,控场,false,true,79,85,94,71,1,31000,220000,2,76,73,8811,5,,,60,67,76,82,69,77,81,78,1.09,189.0,34.0
P306,Palla,T55,Americas,,Davi Alcides,20,决斗者,决斗者,false,false,62,73,99,70,11,8000,63000,4,74,84,5218,0,,突破手|玻璃大炮,72,76,48,53,53,49,53,43,1.08,238.0,34.0
P307,jzz,T55,Americas,,João Pedro do Amaral Silva,21,哨卫,哨卫,false,false,66,72,83,74,3,12000,88000,1,78,42,6450,0,,,69,73,65,64,63,62,69,53,1.01,199.0,34.0
P308,mazin,T55,Americas,,Matheus Araújo,26,先锋,先锋,false,false,56,60,99,89,14,5000,18000,1,49,54,7740,0,,,49,52,54,72,47,58,58,52,0.94,157.0,34.0
P309,Slaughter,T56,EMEA,,İrfancan Çakıl,19,控场,控场,false,true,68,80,70,73,7,13000,103000,3,82,75,4474,0,,生存大师|串联核心|苟,53,51,71,80,55,75,76,75,1.09,191.0,35.0
P310,wtex,T56,EMEA,,Muhammet Emin Kılıç,17,决斗者,决斗者,false,false,62,70,69,67,18,8000,61000,2,60,66,3323,0,,突破手|玻璃大炮,69,75,50,54,55,51,55,44,1.07,247.0,35.0
P311,mepeezy,T56,EMEA,,Enes Öztürk,19,决斗者,决斗者|哨卫,true,false,55,69,82,68,4,4000,30000,4,51,36,3529,0,,,55,59,53,62,48,56,53,47,1.07,222.0,35.0
P312,kabzi,T56,EMEA,,Mert Oal,19,控场,控场,false,false,54,67,79,67,3,4000,30000,3,93,87,3402,0,,,52,53,51,63,47,49,57,45,1.05,209.0,35.0
P313,ibonata,T56,EMEA,,İbrahim Taha Güler,19,先锋,先锋,false,false,57,65,67,76,8,5000,38000,1,88,66,5060,0,,串联核心,48,46,54,75,45,63,61,56,0.88,161.0,35.0
P314,samed,T57,EMEA,,Samed Topbas,18,决斗者,决斗者,false,false,64,73,79,83,9,10000,74000,4,48,77,3853,0,,突破手|玻璃大炮,72,77,51,53,57,50,55,44,1.12,245.0,13.0
P315,Wolfen,T57,EMEA,,Беркант Джошкун Юмер,22,哨卫,哨卫,false,false,59,66,75,72,3,6000,36000,2,53,62,9434,0,,,65,68,53,61,56,53,59,47,1.09,212.0,13.0
P316,Jady,T57,EMEA,,Ярослав Николаев,22,先锋,先锋,false,false,68,78,66,65,9,14000,87000,3,72,45,8689,0,,,66,65,67,76,62,68,70,60,1.07,202.0,24.0
P317,Vince,T57,EMEA,,Vincent Kranz,21,控场,控场,false,true,64,68,66,75,10,10000,71000,2,78,63,11717,0,,串联核心|苟,52,51,65,78,52,70,71,72,0.99,179.0,13.0
P318,Zyppan,T57,EMEA,,Pontus Eek,23,决斗者,决斗者,false,false,69,72,77,74,14,15000,90000,1,59,64,12398,0,,,70,72,66,69,67,72,68,59,0.97,194.0,13.0
P319,Sevire,T58,EMEA,,Ethan Starke,23,决斗者,决斗者,false,false,61,68,82,72,2,8000,44000,4,73,79,8806,0,,,63,67,56,63,56,61,58,51,1.17,246.0,13.0
P320,sh1n,T58,EMEA,,Ryad Ensaad,23,控场,控场,false,false,77,85,99,86,5,29000,202000,3,47,51,9748,0.85,,定海神针|串联核心,59,61,81,85,70,84,83,70,1.13,213.0,13.0
P321,nataNk,T58,EMEA,,,21,哨卫,哨卫,false,false,77,83,70,68,11,29000,250000,4,70,76,7849,0,,玻璃大炮,82,80,72,78,81,75,76,64,0.99,178.0,13.0
P322,TakaS,T58,EMEA,,,23,决斗者,决斗者,false,false,68,72,82,73,17,14000,83000,2,67,69,11293,0,,突破手|玻璃大炮,75,78,54,60,65,57,57,49,0.98,213.0,13.0
P323,Kada,T58,EMEA,,Thomas Johner,25,先锋,先锋,false,true,84,85,64,69,8,52000,320000,1,83,89,9847,0,,,76,80,86,89,85,86,90,86,0.96,163.0,13.0
P324,Kachoww,T59,EMEA,,Samet Arıcı,16,决斗者,决斗者,false,false,84,97,72,72,19,52000,519000,4,49,68,2720,0,,核心火力,88,88,80,73,85,81,80,66,1.148,246.07,2720
P325,hezacoil,T59,EMEA,,Berkay Doğar,18,控场,控场,false,false,80,95,55,67,19,37000,361000,3,72,66,2795,0,,,70,71,83,87,81,83,83,71,1.088,195.356,2795
P326,b1squw1,T59,EMEA,,Mehmet Aydın,24,先锋,先锋|哨卫,true,false,64,66,73,86,2,9000,51000,2,91,79,169,0,,,62,65,65,71,60,58,67,53,1.062,216.169,169
P327,reazy,T59,EMEA,,Kaan Ürpek,26,先锋,先锋,false,false,73,75,87,79,9,21000,91000,1,86,49,8895,0,,生存大师,60,64,79,81,70,78,79,67,1.047,203.541,8895
P328,DeadInk,T59,EMEA,,Utku Onur Aydin,24,决斗者,决斗者,false,false,60,63,64,78,13,7000,38000,2,72,40,10965,0,,,61,69,55,54,58,52,57,45,0.976,208.381,10965
P329,batujnax,T59,EMEA,,Mehmet Batu Özaslan,20,先锋,先锋,false,true,70,81,76,84,16,15000,123000,3,49,51,4066,0,,,67,65,66,78,64,72,78,75,0.96,187.741,4066
P330,stonezy,T60,EMEA,,Альберт Макушев,19,哨卫,哨卫,false,false,67,81,82,91,14,13000,104000,4,90,50,6400,0,,,73,78,62,65,70,58,66,52,1.23,216.0,7.0
P331,Guardy,T60,EMEA,,Antonio Guardiola,21,决斗者,决斗者,false,false,58,65,80,79,6,6000,41000,1,72,50,9489,0,,,57,60,57,64,51,65,58,53,1.14,223.0,7.0
P332,globeX,T60,EMEA,,,20,决斗者,决斗者,false,false,76,86,59,77,11,27000,236000,3,75,58,5567,0,,,77,80,71,73,76,76,72,62,1.09,227.0,5.0
P333,Fit1nho,T60,EMEA,,Adolfo Gallego,25,先锋,先锋,false,false,69,73,74,70,19,15000,79000,1,54,40,11610,0,,,69,74,65,75,67,64,70,58,0.93,182.0,7.0
P334,Kajuks,T60,EMEA,,Kajus Skurvydas,21,控场,控场,false,true,69,73,47,74,15,14000,105000,2,65,63,8540,0,,,67,71,61,79,61,68,72,72,0.91,148.0,7.0
P335,kozzy,T61,EMEA,ro,Denis-Stefan Aionitoaei,15,决斗者,决斗者,false,false,72,83,73,73,9,19000,163000,4,94,64,104,0,Neon|Raze,残局王,75,74,70,65,75,66,68,56,1.22,238.0,104.0
P336,paTiTek,T61,EMEA,pl,Patryk Fabrowski,26,控场,控场,false,true,64,64,84,65,10,9000,35000,1,55,64,104,-3.52,Omen|Brimstone,,59,63,69,74,63,66,75,70,1.05,192.0,104.0
P337,MAGNUM,T61,EMEA,cz,Martin Peňkov,24,自由人,自由人,false,false,68,69,71,75,10,14000,80000,2,38,91,104,1.3,,,66,66,69,68,67,66,71,58,1.02,202.0,104.0
P338,iluri,T61,EMEA,fi,Ilari Puranen,28,先锋,先锋,false,false,66,66,76,57,20,12000,31000,1,61,66,104,0,,爆头机器,66,61,67,72,66,62,69,56,0.99,178.0,104.0
P339,Lime,T61,EMEA,gb,Jacob Foster,24,决斗者,决斗者|哨卫,true,false,68,68,64,65,8,13000,73000,3,61,44,104,0,,爆头机器,68,68,72,66,67,66,67,55,0.97,179.0,104.0
P340,azury,T62,EMEA,de,Luca Sammer,21,先锋,先锋|控场,true,true,79,83,73,91,3,31000,272000,2,50,37,10198,0,Breach|Omen|Viper,,72,70,84,79,80,83,88,82,1.19,212.0,152.0
P341,Fizzy,T62,EMEA,pt,David Figueiredo,25,控场,控场|哨卫,true,false,81,85,79,77,9,40000,247000,1,41,54,12295,0,Astra|Cypher|Omen,,73,77,82,86,82,82,83,70,1.12,191.0,152.0
P342,MONSTEERR,T62,EMEA,cz,Ondřej Petrů,21,哨卫,哨卫|决斗者,true,false,84,94,68,80,13,52000,505000,3,94,46,9920,0,Vyse|Phoenix|Waylay,,92,85,84,77,92,75,82,65,1.09,225.0,152.0
P343,Jamelinho213,T62,EMEA,fr,Ryad Bentot,16,决斗者,决斗者,false,false,73,83,65,92,5,21000,177000,4,63,51,3955,0,,突破手|玻璃大炮,81,83,61,60,72,60,64,52,0.98,224.0,152.0
P344,musashi,T62,EMEA,de,Alessio Xhaferi,24,先锋,先锋,false,false,70,71,68,81,7,16000,97000,2,67,63,13230,0,,,64,71,66,78,67,69,72,61,0.97,177.0,152.0
P345,kamyk,T63,EMEA,pl,Maksymilian Jan Rychlewski,22,控场,控场,false,false,84,88,81,85,3,52000,379000,1,75,59,10684,-4,Omen|Viper|Astra,定海神针|残局王|稳定输出,85,81,90,90,90,89,90,76,1.14,208.0,246.0
P346,runneR,T63,EMEA,mk,Emil Trajkovski,22,决斗者,决斗者|先锋,true,false,78,86,88,63,9,31000,222000,3,24,61,8763,-1.37,Raze|Kayo|Jett,,81,83,75,74,79,79,75,65,1.12,218.0,246.0
P347,Pa1ze,T63,EMEA,dk,Mohammad Khatib,22,决斗者,决斗者,false,false,80,88,75,69,14,37000,269000,4,54,71,7020,0,Neon|Jett,突破手|核心火力|玻璃大炮,88,89,67,65,81,65,70,56,1.06,238.0,246.0
P348,doma,T63,EMEA,hr,Domagoj Fancev,22,哨卫,哨卫,false,false,70,75,68,91,14,16000,101000,2,74,63,11859,-0.88,,,61,68,77,72,71,73,76,61,0.96,169.0,246.0
P349,UNFAKE,T63,EMEA,pl,Bartosz Bernacki,28,先锋,先锋,false,true,63,64,71,96,17,9000,24000,1,55,68,9767,0,,生存大师,54,57,68,70,55,64,74,68,0.86,155.0,526.0
P350,Jremy,T64,Pacific,,Jeremy Gagarra Cabrera,20,决斗者,决斗者|哨卫,true,false,82,96,99,67,15,44000,433000,4,56,56,6006,0,,突破手|核心火力|玻璃大炮,87,89,77,68,84,72,78,60,1.32,262.0,26.0
P351,Persia,T64,Pacific,,양지온,27,控场,控场,false,true,88,89,94,73,16,72000,374000,1,60,64,6191,0,,定海神针|串联核心,75,78,91,94,89,93,95,90,1.22,201.0,26.0
P352,Yoshiii,T64,Pacific,,John Yoshiharu Kawakami,22,控场,控场,false,false,66,71,85,82,18,12000,69000,3,62,74,6852,0,,,66,66,61,74,59,63,67,56,1.18,218.0,26.0
P353,Dep,T64,Pacific,,,25,决斗者,决斗者,false,false,83,88,86,81,2,48000,302000,2,55,64,7843,0,,核心火力|玻璃大炮,90,90,72,67,89,68,73,58,1.14,232.0,24.0
P354,BRIAN,T64,Pacific,,,22,先锋,先锋,false,false,61,65,69,67,12,8000,42000,1,66,52,4773,0,,,62,67,53,69,54,58,63,52,1.02,199.0,26.0
P355,margaret,T65,Pacific,,김지우,19,控场,控场,false,false,80,95,96,66,11,37000,361000,4,87,41,4440,0,,,82,85,80,78,88,72,82,64,1.22,243.0,16.0
P356,Kippei,T65,Pacific,,,17,控场,控场|哨卫,true,false,62,72,99,80,13,8000,57000,3,72,49,3337,0,,串联核心,49,48,63,78,48,66,65,57,1.06,188.0,16.0
P357,yuran,T65,Pacific,,羽藤 憂心,20,决斗者,决斗者,false,false,57,72,92,72,14,5000,40000,2,46,85,4114,0,,,57,56,55,66,52,63,56,53,1.04,205.0,16.0
P358,Misaya,T65,Pacific,,,24,先锋,先锋,false,true,57,58,99,69,18,5000,26000,1,51,63,7828,0,,串联核心,48,48,53,74,46,62,64,67,0.97,183.0,16.0
P359,Pkm,T65,Pacific,,박강민,19,决斗者,决斗者,false,false,61,75,74,77,12,8000,59000,2,67,98,4454,0,,突破手,67,72,51,55,55,52,55,45,0.97,215.0,16.0
P360,Seoldam,T66,Pacific,,박상민,24,决斗者,决斗者,false,false,74,77,72,65,1,23000,145000,2,61,64,5648,0,,突破手|玻璃大炮,79,84,65,63,73,64,67,55,1.12,256.0,31.0
P361,JoXJo,T66,Pacific,,,25,先锋,先锋,false,true,61,62,81,81,12,8000,36000,1,38,64,8212,0,,串联核心,51,53,59,77,50,68,69,71,1.06,192.0,31.0
P362,Luca,T66,Pacific,,,18,先锋,先锋,false,false,57,66,75,65,18,5000,38000,4,70,56,3188,0,,,52,53,54,70,51,57,61,52,1.04,197.0,31.0
P363,gyen,T66,Pacific,,,19,哨卫,哨卫,false,false,71,79,74,74,6,18000,144000,3,63,59,1913,0,,,70,71,68,77,74,69,69,60,1.0,186.0,31.0
P364,Minty,T66,Pacific,,Daiki Kato,24,控场,控场,false,false,62,65,63,71,17,8000,46000,2,64,84,7277,0,,,56,61,58,73,53,63,65,55,0.97,175.0,31.0
P365,Hals,T67,Pacific,,,19,控场,控场|哨卫,true,false,64,77,67,83,20,9000,71000,4,52,70,4387,0,,,66,70,57,72,59,57,64,52,1.06,214.0,15.0
P366,Aace,T67,Pacific,,Souta Ito,19,决斗者,决斗者,false,false,73,83,63,66,20,21000,177000,4,40,81,4191,0,,,77,81,67,62,74,65,68,54,1.04,220.0,15.0
P367,CLZ,T67,Pacific,,,24,控场,控场,false,false,63,64,92,61,20,9000,50000,1,55,85,7478,0,,生存大师,56,61,66,71,56,61,66,54,1.02,209.0,15.0
P368,GangPin,T67,Pacific,,,21,控场,控场,false,false,64,72,64,78,15,10000,74000,2,48,39,6159,0,,,52,55,65,75,52,69,69,59,0.97,171.0,15.0
P369,Anthem,T67,Pacific,,,23,先锋,先锋,false,true,62,70,85,88,17,8000,48000,3,50,61,5088,0,,,51,56,63,73,50,68,73,70,0.93,182.0,15.0
P370,oitaN,T68,Pacific,,,26,控场,控场,false,false,63,66,66,74,10,9000,35000,1,42,50,7179,0,,,57,58,61,73,57,62,65,55,1.06,184.0,28.0
P371,popogachi,T68,Pacific,,,22,决斗者,决斗者,false,false,70,75,62,73,16,16000,101000,3,76,92,7129,0,,串联核心,72,69,70,73,67,75,68,62,1.06,221.0,28.0
P372,kAyle,T68,Pacific,,Ahmad Aqil bin Ariff,22,先锋,先锋,false,true,66,69,66,71,9,11000,62000,2,47,49,4311,0,,,60,65,61,76,56,67,72,71,1.01,191.0,28.0
P373,SID,T68,Pacific,,,20,决斗者,决斗者,false,false,64,78,51,78,17,10000,78000,4,72,69,5144,0,,,69,73,57,57,59,56,59,48,0.92,210.0,28.0
P374,Frxeez,T68,Pacific,,,20,哨卫,哨卫,false,false,50,61,61,93,1,3000,20000,3,51,73,2113,0,,,51,59,46,56,45,47,53,42,0.86,178.0,28.0
P375,Banger,T69,Pacific,,안형기,25,哨卫,哨卫,false,false,61,65,72,72,8,8000,37000,2,76,81,5401,0,,,58,61,63,66,60,60,64,52,1.11,218.0,29.0
P376,fukukeN,T69,Pacific,,,23,控场,控场,false,false,59,63,67,84,11,6000,35000,3,59,70,2508,0,,,52,51,54,75,49,61,60,54,0.99,193.0,29.0
P377,Sayu,T69,Pacific,,,23,决斗者,决斗者,false,false,60,65,56,69,7,7000,39000,2,85,90,1262,0,,,63,66,56,57,51,59,59,49,0.93,210.0,29.0
P378,Allen,T69,Pacific,,,22,先锋,先锋,false,true,59,65,56,78,14,6000,33000,4,88,49,5081,0,,,50,49,58,74,48,64,67,68,0.9,169.0,29.0
P379,Moothie,T69,Pacific,,유승우,27,控场,控场,false,false,61,62,48,63,1,8000,29000,1,53,89,7180,0,,,56,59,57,73,55,60,62,54,0.88,178.0,29.0
P380,Ady,T70,Pacific,,,22,控场,控场,false,true,76,83,56,74,15,27000,182000,3,44,37,1917,0,,生存大师,66,66,79,84,70,80,83,80,0.99,188.0,18.0
P381,flora,T70,Pacific,,,19,决斗者,决斗者,false,false,60,76,63,83,14,7000,54000,4,52,74,2309,0,,,65,69,53,56,54,54,55,46,0.98,219.0,18.0
P382,MeatPieN,T70,Pacific,,,25,先锋,先锋,false,false,58,62,56,78,6,6000,28000,1,59,52,3156,0,,,51,52,53,74,49,61,60,55,0.9,169.0,15.0
P383,Karaage,T70,Pacific,,,27,决斗者,决斗者,false,false,49,50,66,86,16,3000,9000,1,65,76,1069,0,,,49,53,48,49,46,45,50,39,0.89,197.0,18.0
P384,Satwoshi,T70,Pacific,,,24,控场,控场|哨卫,true,false,55,55,39,70,12,4000,19000,2,45,67,1769,0,,,52,61,50,64,47,48,57,45,0.74,158.0,18.0
P385,yuki,T70,Pacific,,,25,先锋,先锋,false,false,65,67,30,85,8,11000,53000,2,40,79,506,0,,,64,66,61,72,62,59,66,55,0.66,129.0,3.0
